slug,rating_value
ukoncete-krizi-a-rezignujte-vyzvala-caputova-matovice-po-demisi-ministryne,3.5
predsednictvo-trikolory-se-vyjadri-k-odchodu-vaclava-klause-ml-z-politiky,3.5
brana-u-vily-osveta-s-bustou-jana-masaryka-hrozi-padem-jisti-ji-podpery,3.6666666666666665
vaclav-klaus-nesouhlasi-s-odchodem-syna-z-politiky-pokusi-se-ho-premluvit,3.0
strelec-zabil-v-obchode-v-coloradu-deset-lidi-mezi-nimi-i-policistu,2.3333333333333335
obrazem-obnova-vyhoreleho-kostela-v-gutech-se-blizi-ke-konci,3.0
poptavka-po-antigennich-sadach-je-vysoka-obchody-rozsiruji-nabidku-o-testy-ze-slin,3.4
karantenu-zkontroluji-stovky-policistu-mini-hamacek-ceka-se-na-pozadavek,2.75
nechceme-luxusni-skolky-rekla-malacova-detske-skupiny-se-zmeni-na-jesle,2.0
cast-polske-cirkve-siri-dezinformace-o-covidu-i-ockovani-rika-analytik,3.0
zastal-se-napadeneho-tri-muzi-ho-surove-zbili-kopali-do-bricha-i-hlavy,2.6666666666666665
krakoru-na-pozici-namestka-policejniho-prezidenta-docasne-nahradi-kubik,2.5
vlada-objednala-o-petinu-davek-vakcin-mene-nez-na-co-melo-cesko-narok,2.6666666666666665
povinna-solidarita-v-eu-jihoevropske-staty-chteji-zpet-migracni-kvoty,3.0
sazenice-na-konec-lockdownu-nepockaji-z-kavarny-v-brne-je-zahradnictvi,3.5
za-pobodani-zeny-a-tchana-dostal-vietnamec-13-let-jednal-pry-v-afektu,2.0
cernovlasa-v-cernem-trikotu-zasli-jsme-vzpomina-suchy-na-objev-hegerove,3.5
okoli-ma-smulu-spojeni-s-prahou-do-jednoho-okresu-je-riziko-mini-hamacek,2.3333333333333335
dovolene-v-cizine-se-odkladaji-anglie-zprisnuje-za-vycestovani-bude-pokuta,3.0
muz-se-vyhybal-vezeni-kdyz-na-sebe-upozornil-prestupkem-zkusil-hlidce-ujet,3.0
video-jezevcik-se-zritil-do-sklepa-straznice-ho-vylakala-az-diky-sunce,3.0
tricet-dnu-rozhodne-ne-rekl-bartos-opozici-svorne-vadi-uzavera-okresu,2.75
zemrela-prvni-dama-ceskeho-sansonu-hana-hegerova,4.333333333333333
komentar-musime-porazit-pravicovy-virus-pise-ministr-hamacek,1.0
klaus-mladsi-nebyl-lidr-trikoloru-mozna-prevezme-otec-mini-politologove,3.4
online-pardubice-zachranuji-serii-doma-vedou-3-1-vzepre-se-hradec-tygrum,4.5
facr-o-slavii-a-rangers-verime-v-objektivni-vysetreni-odmitame-rasismus,3.6666666666666665
prvni-casovka-v-quick-stepu-cerny-v-katalansku-vedl-nakonec-byl-osmy,4.333333333333333
koronavirus-loni-v-olomouckem-kraji-ovlivnil-pocty-umrti-i-rozvodu,
otevreni-nejvetsiho-ockovaci-centra-v-cesku-se-odklada-z-dubna-na-kveten,
odmeny-v-dobe-covidove-pul-milionu-pro-sefa-spravy-hmotnych-rezerv,
refinancovani-hypotek-jede-prechod-k-jine-bance-se-nemusi-vyplatit-kazdemu,
zoufale-podminky-migrantu-v-usa-v-kotci-pro-35-deti-je-jich-az-sedm-set,
ordinaci-v-mobilu-pribyva-pandemie-postrcila-zdravotnictvi-k-digitalizaci,
belgie-musi-schvalit-pandemicky-zakon-nebo-zrusit-opatreni-rozhodl-soud,
lide-v-praze-opet-hojne-vyrazili-ven-policiste-se-jim-snazili-domlouvat,
navalnyj-vyhlasil-hladovku-chce-adekvatni-lekarskou-peci,
desitky-cechu-se-nechaly-naockovat-v-srbsku-vakcinu-si-mohli-vybrat,
chmu-chysta-zmeny-v-mesicnim-vyhledu-chce-zkvalitnit-predpoved,
rosatom-neni-vhodny-kandidat-bezpecnost-statu-je-na-prvnim-miste-rika-mil,
za-delsi-scitani-priplati-stat-5-milionu-stejne-firme-ktere-selhal-formular,
britanie-je-pro-ostatni-vzorem-v-rasove-rovnosti-tvrdi-vladni-zprava,
byvala-ministryne-skolstvi-valachova-bude-kandidovat-na-predsedkyni-cssd,
dny-nato-slavi-20-let-vyrocni-special-sledujte-zive-v-patek-na-idnes,
pekelna-dira-sousede-maji-brazilie-dost-bolsonaro-celi-dosud-nejvetsi-krizi,
v-cesku-opet-padaly-teplotni-rekordy-stanice-namerily-az-25-stupnu,
blatny-kdyz-se-lide-utrhnou-ceka-nas-pru-r-nemaji-kam-jit-namita-benda,
senat-zada-vladu-aby-do-tendru-na-dukovanech-nepustila-rusko-ani-cinu,
svetova-zdravotnicka-organizace-neradi-pouzivat-ivermektin-proti-covidu,
zadat-negativni-test-pred-navratem-do-ceska-je-nezakonne-rozhodl-soud,
ridic-za-jizdy-ladil-radio-v-protismeru-se-srazil-s-nakladnim-vozem,
belosi-pri-debatach-o-rasismu-mlcte-politicka-vyvolala-ve-francii-bouri,
policie-setri-hromadnou-nehodu-na-berounsku-motorkar-srazku-neprezil,
omylem-zaslane-penize-nechce-firma-vratit-skole-prisel-jen-zlomek-zbozi,
slachtova-prisaha-narazila-na-problem-registroval-si-ji-uz-konkurent,
vychazejici-hvezdu-republikanu-podezrivaji-z-nelegalniho-pomeru-s-nezletilou,
obzalovany-z-vrazd-v-ceskem-raji-miri-pred-soud-hrozi-mu-dozivotni-trest,
lide-rozumi-opatrenim-reagoval-blatny-na-vyzvy-at-pusti-deti-na-hriste,
slavia-boj-o-medaili-vzdala-usk-utoci-na-sesty-poharovy-triumf,
krejci-si-sen-nesplnil-bitvu-zaragozy-s-nymburkem-vyhlizi-z-ameriky,
cile-sparty-v-prvni-rade-uspech-v-evrope-nejlepsi-sponzor-je-uefa-rika-vrba,
arsenal-dostal-povoleni-ke-vstupu-do-ceska-a-muze-hrat-odvetu-na-slavii,
osakaova-nestacila-na-sakkariovou-a-po-miami-svetovou-jednickou-nebude,
o-volejbalovy-titul-se-s-ceskymi-budejovicemi-utka-karlovarsko,
nemecky-trapas-v-kvalifikaci-favorit-selhal-doma-s-makedonii,
to-byla-jizda-florbalistky-vitkovic-neztratily-v-extralize-ani-bod,
basketbaliste-pardubic-se-po-pauze-kvuli-covidu-vratili-do-ligy-vyhrou,
kapitan-se-louci-vyrubalik-byl-klidna-sila-hokejove-olomouce,
sezona-uspechu-i-ztrat-chci-aby-na-me-maminka-byla-hrda-rika-dubovska,
odchazim-nerad-ale-v-dobrem-rika-plzensky-trener-cihak-uz-ma-nabidku,
startuje-baseballova-mlb-hrat-se-bude-i-s-fanousky-v-ochozech,
kamara-je-podle-pravnika-stale-otreseny-incidentem-s-kudelou,
pracuj-ted-jsi-dochytal-rekl-kouc-a-poslal-hvezdu-flyers-na-tribunu,
na-fotbalovem-euru-budou-mit-tymy-k-dispozici-pet-stridani,
co-dal-napovi-mistrovstvi-evropy-synka-s-podrazilem-ceka-spolecny-start,
hokejova-kometa-ma-noveho-trenera-kalous-v-brne-strida-zabranskeho,
obstal-vaclik-propadl-schick-ctenari-po-walesu-ocenili-i-vykon-kudely,
salakova-priprava-na-liberec-brankar-sparty-hnoji-travnik-a-cisti-bazen,
tvrdik-zada-o-klid-kudela-je-odsuzovan-bez-dukazu-uvedl-sef-slavie,
rekordman-hubl-pokracuje-v-litvinove-chci-tu-jeste-zazit-neco-pekneho,
lidska-prava-na-hristi-i-mimo-nej-apeluji-fotbaliste-na-katar-bojkot-odmitaji,
delejte-to-spravne-nebo-vubec-radegast-index-je-u-hokejistu-na-pranyri,
lakatos-mallet-svoboda-ci-pyrochta-vitkovickym-hokejistum-mizi-opory,
boleslav-udrzi-opory-nove-smlouvy-podepsali-sevc-claireaux-a-kotala,
vydrena-velsska-vyhra-cesi-byli-dlouho-lepsi-hodnoti-britska-media,
slzy-rocniku-98-mame-hlavy-nahore-ale-z-eura-slo-vydolovat-vic-citi-hraci,
velsan-ktery-miluje-fotbal-a-cesko-ale-proc-ho-kopl-stoickov,
outsider-porazil-favorita-o-jeden-gol-ted-nove-veseli-cekaji-boje-v-play-out,
ukazali-jsme-hodne-srdce-a-touhy-radoval-se-velssky-kapitan-bale,
wales-je-kanka-ale-vykony-hracu-to-neshazuje-rika-kouc-fotbalistu,
darida-vstup-do-kvalifikace-je-na-trojku-ale-verim-ze-to-napravime,
krejci-po-konci-jedenadvacitky-prohra-se-cti-spanele-jsou-mnohem-dal,
silhavy-se-zlobi-na-schicka-nemuze-se-ohnat-vylouceni-zapas-ovlivnilo,
euro-u21-nemci-a-nizozemci-jsou-ve-ctvrtfinale-jasaji-take-italove,
vytahl-se-proti-baleovi-ale-nestacilo-to-zaslouzili-jsme-si-vic-lituje-vaclik,
belgie-dala-osm-golu-slovaci-porazili-rusko-turecko-ztratilo,
proc-cesi-nepoklekli-proti-rasismu-se-vymezili-jinak-a-tvrdi-jsme-apoliticti,
spanelsko-cesko-2-0-mladici-na-euru-dohrali-na-favorita-nemeli,
wales-cesko-1-0-vylouceni-schicka-pak-gol-v-zaveru-fotbaliste-jsou-smutni,
mraky-nad-bavorskem-lewandowski-bude-po-zraneni-z-reprezentace-mesic-mimo-hru,
pet-fotbalistu-rangers-vyhnala-z-flamu-az-policie-dostali-pokuty-i-distanc,
limity-pro-fotbalove-euro-padaji-v-rusku-i-v-anglii-chteji-vice-divaku,
i-po-mrtvem-tahu-fajn-kariera-z-kerbra-uz-je-fotbalovy-trener,
chelsea-s-portem-se-o-semifinale-ligy-mistru-dvakrat-stretnou-v-seville,
ctenari-by-na-wales-nasadili-zimu-stopera-co-chybi-jedenadvacitce,
olomouc-se-slovackem-se-v-dohravce-fotbalove-ligy-utkaji-pristi-utery,
obrance-krale-nahradil-v-hokejove-reprezentaci-sklenicka,
liberecti-hokejiste-zbroji-na-spartu-dostanou-do-haly-i-fanousky,
talent-zabransky-v-narodaku-mam-sanci-se-ukazat-musim-se-toho-chopit,
krejci-pomohl-k-vyhre-bostonu-tremi-nahravkami-skorovali-chytil-a-zadina,
jihlava-slavi-otocila-serii-s-litomericemi-a-je-v-semifinale,
startuje-priprava-na-ms-inspekcni-cesta-padla-pastrnak-bude-otcem,
polasek-zustane-ve-sparte-pod-horavou-se-stale-zlepsuje-ceni-si-klub,
sparta-je-obrovsky-favorit-ale-muzeme-ji-vyradit-veri-liberecky-birner,
sef-hokejoveho-litvinova-dalsi-rok-bez-divaku-by-byl-pro-kluby-likvidacni,
trener-ruzicka-skoncil-v-hradci-jednomyslne-nahrazuje-ho-martinec,
frolik-dostane-prvni-prilezitost-debut-za-montreal-ho-ceka-proti-edmontonu,
tragicke-buffalo-trapi-se-talenty-i-kapitan-jen-staalovi-se-ulevilo,
vsetin-objevil-necekaneho-hrdinu-uzasna-euforie-rekl-klimek,
nosek-s-simkem-se-zapsali-mezi-strelce-rittich-stridal-kolegu,
spici-sopka-vybuchla-vzal-si-kritiku-k-srdci-rika-oveckinuv-spoluhrac,
brezen-necasuv-mesic-nhl-ho-znovu-vybrala-mezi-nejvetsi-hvezdy,
pesana-dohnal-covid-do-nemocnice-na-srazu-reprezentace-uz-trener-chybet-nebude,
hokejova-plzen-hleda-nove-trenery-cihak-s-hanzlikem-smlouvu-nedostanou,
hrachovina-zase-zlehcoval-covid-zuri-klub-i-finska-liga-dostane-trest,
pardubicky-kouc-kral-kosticyn-a-barulin-konci-dalsi-jmena-rict-nemohu,
kladensky-utocnik-kubik-jmeno-protivnika-neni-dulezite,
testy-cizorodych-latek-v-potravinach-dopadly-lepe-nez-loni-zjistili-veterinari,
nike-zaluje-firmu-ktera-prodavala-boty-zdobene-satanskymi-symboly,
moravskoslezskym-podnikatelem-roku-je-jaroslav-drahos-z-firmy-finidr,
aktivismus-se-h-m-nevyplaci-retezec-pada-do-ztraty-i-kvuli-kritice-ciny,
developer-ctp-koupil-prumyslovy-park-na-slovensku-investuje-tam-pet-miliard,
diverzifikace-v-praxi-mtx-group-ma-miliardove-trzby-pandemii-navzdory,
olomouckym-podnikatelem-roku-je-oldrich-svoboda-z-montazni-firmy-montix,
obce-maji-na-uctech-miliardy-navic-investovaly-mene-oznamilo-ministerstvo,
jihomoravskymi-podnikateli-roku-jsou-lubomir-a-juraj-sabatkovi-z-idea-statica,
ceska-zbrojovka-loni-prodala-skoro-500-tisic-zbrani-rostl-i-obrat-skupiny,
podnikatelem-roku-zlinskeho-kraje-se-stal-david-karasek-z-mmcite,
covid-nici-mensi-cestovni-kancelare-zajem-neni-ani-o-dovolenou-u-nas,
trat-z-prahy-do-brna-ceka-serie-vyluk-jizdni-doba-se-prodlouzi-o-25-minut,
velky-test-gumovych-medvidku-nenechte-se-zmast-oznacenim-bio,
irsko-predstavilo-plan-na-oziveni-venkova-praci-na-dalku-zavede-z-hospod,
hladovi-130-tisic-ovci-ucpany-suez-zvyraznil-problem-s-prevozem-zvirat,
kavarensky-retezec-starbucks-slavi-padesatiny-limitovanou-edici-hrnecku,
byl-jednou-jeden-startup-nejlepsim-projektem-cr-je-aplikace-na-cteni-pohadek,
prodejce-zaskocilo-zavreni-obchodu-na-velky-patek-zvysi-to-plytvani-rikaji,
ceska-posta-zdrazuje-zakaznici-si-priplati-za-doporucene-psani-i-slozenky,
zebricek-miliardaru-prepise-kellnerova-zavet-jednickou-muze-byt-i-vitek,
tesla-nauctovala-nektere-platby-za-nakup-aut-dvakrat-stezuji-si-zakaznici,
lehci-to-nebude-rika-prvni-dama-ppf-spojeni-monety-a-home-creditu-pokracuje,
jarni-otevreni-ekonomiky-bude-dejinna-udalost-tvrdi-ekonom-kovanda,
pandemie-tlaci-cast-lidi-do-chudoby-podporu-vyuzivaji-nejen-osvc,
exministr-dopravy-tok-se-stal-clenem-spravni-rady-spravy-zeleznic,
obchody-budou-o-velikonocich-zavrene-krome-pondeli-i-na-velky-patek,
festival-filmovych-novinek-na-idnes-premium-meky-ci-posledni-aristokratka,
video-houpaci-kone-se-v-novem-klipu-obklopili-hereckymi-hvezdami,
recenze-ve-skladbach-hannah-peel-se-rozum-svari-s-citem,
uzavrenim-hospod-nase-literatura-hrozne-trpi-rika-spisovatel-stancik,
kostymni-navrharka-herci-casto-nemaji-nadhled-definitivni-rozhodnuti-je-na-mne,
nick-mason-a-patti-smith-presouvaji-sve-prazske-koncerty-na-rok-2022,
recenze-kdyz-psychologickou-prozu-strida-chudokrevna-cervena-knihovna,
trestikova-ma-cenu-za-pribeh-prostitutky-anny,
festival-colours-of-ostrava-se-opet-odsouva-bude-az-v-cervenci-2022,
werich-nebyl-jen-moudry-klaun-a-autor-pokroucenych-bonmotu-upozornuje-kopta,
co-se-delo-sedmnact-let-pred-hrou-o-truny-martinuv-svet-miri-na-jeviste,
video-komictejsi-nez-ja-zdenek-sverak-hraje-v-synove-rezii-literata,
albem-projekt-jsem-si-splnil-sen-lici-roman-dragoun,
video-zombici-jsou-zpet-pokracuje-serial-zivi-mrtvi-pocatek-konce,
garda-velkych-hercu-kteri-neco-umeli-urcite-nevymrela-veri-libuse-svormova,
recenze-presit-a-prodat-podruhe-usporny-hold-uciteli-narodu,
obi-wan-kenobi-se-vrati-na-scenu-v-serialu,
vim-ze-se-s-pomoci-bozi-zase-budeme-smat-veri-reziser-jiri-strach,
recenze-tomahawk-s-mikem-pattonem-se-zasekli-v-devadesatych-letech,
recenze-v-planete-idiotu-vystupuje-i-jisty-moderator-vlastni-televize,
protesty-uspely-na-sefa-katedry-kamery-famu-se-vypise-novy-konkurz,
video-queenie-k-oslave-15-let-predstavuji-novy-videoklip-somebody-to-love,
recenze-stingovy-duety-nabizeji-perly-i-zapomenutelne-pisne,
na-covid-zemrel-sochar-a-restaurator-zdenek-preclik,
video-prima-chysta-like-house-reality-show-s-hvezdami-internetu,
recenze-pandemie-plna-hruzy-jak-se-z-autora-nechtene-stal-prorok,
nelze-rezervovat-cimrmani-presto-bez-prestani-vypisuji-novy-program,
ani-k-staru-nemam-o-zivote-paru-zdenek-sverak-slavi-petaosmdesat-let,
mama-mi-rikala-ze-bych-nemela-pohledem-zen-proleti-temer-celym-stoletim,
recenze-jake-gyllenhaal-na-lane-nad-propasti-tentokrat-bez-kaskadera,
optimalni-hodnota-stravenky-pro-rok-2021-cini-137-kc-ma-ji-ale-malokdo,
radce-jak-se-urcuje-srovnavaci-obdobi-pri-zadosti-o-kompenzacni-bonus,
nesnazme-se-v-danich-hledat-logiku-rika-expert-formular-priznani-ma-rezervy,
ne-vyhody-online-porad-kdyz-steka-pes-i-sef-a-pravidlo-dvou-pizz,
dane-2020-termin-pro-odevzdani-je-delsi-za-prodlevu-hrozi-sankce,
kdo-z-osvc-cerpa-kompenzacni-bonus-nemuze-cerpat-osetrovne,
top-5-nejlepsich-beznych-uctu-jednickou-je-moneta-prekvapila-cs,
kviz-konec-chozeni-na-urady-co-vite-o-bankovni-identite,
krize-ho-pripravila-o-klienty-probudil-se-s-napadem-a-uz-vydelava,
chcete-tuto-chalupu-tak-neco-prihodte,
pausal-nebo-vydaje-jak-v-danich-resit-provoz-auta,
temer-petina-lidi-utraci-vic-nez-pred-pandemii-co-muze-byt-duvodem,
komentar-nejvetsim-rizikem-sporeni-je-inflace-jak-ji-prekonat,
podnikani-vynaselo-ted-se-jeho-zena-boji-krachu-jak-ochranit-rodinu,
komentar-druzstevni-bydleni-zaziva-rozkvet-proc-stoji-za-uvahu,
barak-zdedis-az-se-ozenis-ktere-podminky-v-zaveti-jsou-ne-platne,
zajem-o-bitcoin-stoupa-pri-koupi-si-dejte-pozor-na-podvodne-obchodniky,
excelentni-nadivka-jehneci-ragu-i-rolada-tak-vari-na-velikonoce-sefkuchari,
pozor-alergeny-utoci-tipy-jak-zmirnit-nasledky-pylove-sezony,
zbavte-se-domacich-alergenu-sest-praktickych-rad-jak-na-to,
jarni-restart-tela-i-duse-pomuze-svetlo-i-lehci-strava,
priroda-ve-sluzbach-krasy-pet-tipu-jak-na-vecne-mladou-plet,
alergie-si-rocni-obdobi-nevybiraji-ktere-nas-trapi-nejcasteji,
katku-si-nechame-na-hrani-a-bude-doma-klid-pral-si-nahradni-manzel,
terapeut-jen-jeden-z-deseti-kdo-ublizi-diteti-je-pedofil,
boj-s-posttraumatickou-poruchou-vyhrala-mlada-zena-diky-cviceni,
krvacime-jako-vy-rika-prvni-barevna-trans-zena-ve-sports-illustrated,
pozor-jaro-je-pro-vlasy-necekanym-nepritelem-venujte-jim-specialni-peci,
blond-vlasy-vyzaduji-zvlastni-peci-jak-na-ni,
jsme-to-co-mame-ve-strevech-mikrobiom-ovlivnuje-zdravi-i-nasi-naladu,
dziny-kosile-saty-denim-je-modni-sazkou-na-jistotu,
kvuli-prepracovani-zmenila-zivotni-styl-zhubla-pres-tricet-kilogramu,
pecete-nejlepsiho-beranka-venec-nebo-mazanec-zapojte-se-do-souteze,
vizazistka-na-kombajn-pruvodkyne-do-skoly-prisly-o-praci-nasly-ji-jinde,
zvyrazni-pas-skryje-vetsi-brisko-jak-vybrat-kabelku-podle-typu-postavy,
poridte-si-trendy-svetrik-nosi-se-vsechny-materialy-i-strihy,
carujte-s-licidly-triky-pro-plnejsi-rty-nebo-vetsi-oci,
testy-krve-a-moci-vam-mohou-zachranit-zivot-kdy-na-ne-mate-narok,
tloustik-je-podclovek-a-snadny-terc-sikana-mi-ublizila-rika-zpevacka,
za-znalosti-v-kvizu-o-civilizacnich-chorobach-vyhrali-kuru-proti-stresu,
obrazem-inspirujte-se-sexy-oblecky-kterymi-prekvapite-na-velikonoce,
drive-se-sladilo-i-maso-lekari-lecili-jidlem-rika-antropolozka-eva-ferrarova,
potraviny-diky-kterym-zhubnete-nejlepsi-je-jist-je-soucasne,
pribeh-marka-zena-chce-dite-ja-karieru,
tydenni-horoskop-pro-zeny-vsech-znameni-od-29-brezna-do-4-dubna,
budte-stylova-i-mazana-zaroven-privitejte-jaro-dukladnou-ocistou-satniku,
kurz-preziti-ocima-redaktorky-spani-pod-sirakem-pokora-k-prirode-a-cervi,
video-zkusili-jsme-nejkompaktnejsi-elektrokolobezku-je-lehka-a-meni-barvy,
jedy-pro-agent-orange-me-malem-zabily-rika-byvaly-delnik-ceske-chemicky,
torpedovy-utok-i-pozar-na-palube-ponorky-v-simulatoru-je-atmosfera-verna,
lucifer-sex-v-jeskyni-vrazdeni-kupcu-zlosyna-si-vytvoril-dobovy-bulvar,
thomas-jefferson-kritik-zotrocovani-ktery-vlastnil-stovky-otroku,
covid-nam-zlepsil-sexualni-zivot-tvrdi-muzi-zeny-nesouhlasi,
nestaci-jen-mackat-tlacitko-bike-unchained-2-vyzaduje-strategii,
gorbacov-nam-ve-vychodni-evrope-dopral-svobodu-rika-jeho-blizky-pritel,
zamilovane-tetovani-always-dopadlo-jako-reklama-na-damske-vlozky,
buh-je-odvozen-od-slova-bohaty-rika-knez-karel-satoria,
mozkove-alfa-vlny-preji-kreativite-povzbudi-je-meditace-i-zehleni,
metani-nakazenych-mrtvol-sipy-s-jedem-dejiny-spinavych-zbrani-jsou-dlouhe,
po-zavodu-mi-na-tele-zmrzly-kapky-vody-rika-otuzilecka-plavkyne,
mlynari-byli-sexualni-predatori-raneho-novoveku-vypravi-historik-cechura,
pivovarnictvi-driv-vladly-zeny-nez-prisla-obvineni-z-carodejnictvi,
konec-kukacek-nemuzeme-prozradit-pokuta-je-pul-milionu-rikaji-detske-hvezdy,
nejsem-herec-a-nikdy-jsem-jim-nebyl-rikaval-kral-hollywoodu-clark-gable,
arcibiskup-z-canterbury-prozradil-kdy-se-harry-a-meghan-vzali-doopravdy,
panicka-ataka-se-muze-stale-objevit-uz-se-ale-nebojim-rika-iva-fruhlingova,
kdysi-na-me-kriceli-ze-me-obesi-i-s-celou-rodinou-rika-miroslav-kalousek,
nepovazuji-se-za-moderatora-jen-zvu-hosty-aby-delali-srandu-rika-dedek,
nemyslim-si-ze-lze-rika-woody-allen-o-dceri-kterou-udajne-zneuzil,
diky-probuzeni-muzske-sily-jsem-si-zacal-plnit-sny-rika-herec-petr-vanek,
prsa-mi-zvetsili-bez-meho-vedomi-tvrdi-herecka-sharon-stone,
maly-svedsky-princ-prisel-o-kralovsky-titul-je-alespon-vevodou,
nemela-jsem-ji-moc-rada-rika-zagorova-o-pisni-muj-cas-hit-nazpivala-znovu,
svatba-u-fotbalisty-slavie-olayinka-vypadal-pri-obradu-jako-kral,
jak-mluviti-brichem-dulezita-je-loutka-a-prvni-minuta-predstaveni,
zpevacka-klara-vytiskova-je-potreti-maminkou-po-dcerach-se-dockala-syna,
miss-laskova-se-po-materske-vraci-do-televize-ma-noveho-partnera,
obrazem-decastelo-libala-v-tvari-hanychovou-zvolte-promenu-vecera,
pri-odchodu-z-televize-mi-rikali-ze-jsem-se-zblaznila-vzpomina-voldanova,
obrazem-sexy-zrzka-vica-kerekes-slavi-ctyricetiny,
otuzovani-me-uchvatilo-hubnu-a-mizi-mi-celulitida-rika-eva-decastelo,
chtel-jsem-byt-americkym-prezidentem-prozradil-herec-petr-buchta,
princezna-sofia-porodila-tretiho-syna-svedsko-ma-dalsiho-maleho-prince,
je-spousta-dulezitejsich-veci-nez-se-vratit-do-divadla-mini-cyril-dobry,
tenistka-barbora-strycova-ocekava-narozeni-prvniho-potomka,
jiri-je-velkorysy-jen-k-zenam-ktere-opustil-on-rika-petra-paroubkova,
sex-s-jinymi-pary-ze-me-udelal-lepsiho-cloveka-rika-o-polyamorii-reziserka,
ja-ze-jsem-sexualni-predator-dnesnimu-svetu-uz-moc-nerozumim-rika-maros-kramar,
sedivou-ancu-uz-chci-nechat-ve-skrini-rika-slovackova-s-novou-hlavou,
vekovy-rozdil-nevnimam-fyzicky-ani-mentalne-rika-jagrova-pritelkyne,
soud-neumoznil-deppovi-odvolani-v-kauze-domaciho-nasili,
deset-let-od-smrti-elizabeth-taylorove-jeji-zivot-byl-plny-muzu-i-katastrof,
nejlepsi-huawei-ma-na-zadech-dalekohled-uvnitr-je-pet-fotoaparatu,
posledni-nadeje-pro-veletrhy-vyrobci-mobilu-digitalni-prezentace-nezvladaji,
vodafone-prave-vypina-mobilni-sit-3g-kvuli-posileni-rychlejsich-dat,
tento-chytry-naramek-bude-prodejnim-hitem-ma-dosud-nejlepsi-displej,
teenager-chtel-levny-iphone-dorazil-mu-ovsem-v-obri-velikosti,
xiaomi-ma-vlastni-ohebny-smartphone-napodobuje-samsung-a-to-i-nazvem,
nejlacinejsi-xiaomi-mi-11-je-proti-top-modelu-vice-nez-ctyrikrat-levnejsi,
prvni-chytre-hodinky-od-vyrobce-spickovych-smartphonu-lakaji-na-vydrz,
skladaci-budoucnosti-iphone-patrne-neunikne-takto-by-vypadal-jako-vecko,
xiaomi-ukazalo-nejlepsi-fotomobil-na-svete-ma-dokonce-dva-displeje,
levne-samsungy-mohou-mast-jmenuji-se-stejne-ale-jsou-to-jine-telefony,
pozor-aplikace-lakaji-na-bezplatnou-zkousku-a-pak-vas-stahnou-o-tisice,
o-nejlevnejsi-5g-smartphone-na-trhu-se-pretahuje-nova-motorola-s-xiaomi,
spicka-nabidky-ktera-hraje-o-cas-test-xiaomi-mi-11,
iphony-budou-mit-letos-mensi-vyrez-displeje-porad-je-to-ostuda,
propadak-testu-fotak-samsungu-s21-ultra-neuspel-i-kdyz-ho-jinde-chvali,
apple-si-chvali-nove-kryci-sklo-iphonu-ukazal-ze-prezije-pad-do-hliny,
motorola-predstavila-nejvykonnejsi-gecko-v-historii-umi-i-desktop,
cenovou-valku-vyrobcu-smartphonu-stredni-tridy-rozhoduji-detaily-a-slevy,
nove-realme-8-pro-se-bude-libit-mladezi-je-pro-ni-jako-delane,
prvni-dojmy-nova-stredni-trida-samsungu-opravdu-prinasi-i-funkce-spicky,
nove-cenove-dostupne-samsungy-jsou-elegantni-maji-styl-i-dobrou-vybavu,
vymente-si-3g-telefon-bude-k-nicemu-toto-jsou-levne-lte-alternativy,
fotak-revolucniho-smartphonu-je-uplne-k-nicemu-ma-tragicke-hodnoceni,
volkswagen-se-zajimal-o-mobilni-divizi-lg-ta-pravdepodobne-konci,
prohlednete-si-spickove-smartphony-oneplus-a-unikatni-vesmirne-baleni,
jsou-to-ukazkove-premiove-androidy-oneplus-za-ne-chce-hodne-penez,
za-kazdy-iphone-nebo-samsung-s-5g-zaplatite-huaweii-desitky-korun,
google-pixel-6-dostane-novou-funkci-souperi-ji-maji-uz-nekolik-let,
skryte-funkce-a-legracky-ulovte-si-velikonocni-vejce-treba-v-prohlizeci,
chrani-i-deti-pfizer-oznamil-dalsi-uspech-vakciny-proti-covidu-19,
testovaci-prototyp-budouci-lodi-starship-se-pri-letu-roztrhl-na-kusy,
karel-i-se-pokusil-pred-100-lety-vratit-na-uhersky-trun,
vedci-konecne-ukazali-jak-opravdu-fungoval-pocitac-stary-2000-let,
google-mapy-uprednostni-ekologicke-trasy-a-pomohou-predejit-tucne-pokute,
komentar-jak-dostavet-dukovany-hlavne-bychom-meli-rici-co-chceme,
softwarova-sin-hanby-programy-na-ktere-bychom-nejradeji-zapomneli,
kviz-jak-dobre-znate-ceske-a-slovenske-letce-a-letkyne,
ruska-spionka-pomohla-manzelovi-zneskodnit-protisovetskou-opozici,
sto-objevu-plisni-navzdory-vdek-za-brambory-prisel-v-evrope-s-hladomorem,
sumar-proti-bombarderum-nejvetsi-stihacka-slouzila-v-sovetskem-svazu,
humanni-a-moderni-v-nevade-schvalili-pred-100-lety-popravu-plynem,
fukusimou-probehla-stafeta-ale-jaka-je-tam-dnes-situace,
porad-sopti-podivejte-se-na-primy-prenos-z-nove-islandske-sopky,
delnici-se-moc-nachodi-snaha-modernizovat-ruske-bombardery-narazi,
na-iss-zamiri-organismus-ktery-matl-vedce,
tesne-za-vrcholem-podivejte-se-jak-jsou-naplnene-ceske-jipky,
pred-100-lety-zacal-prvni-pokus-o-reformu-komunismu-nep,
zlociny-z-jachymovskych-taboru-zustaly-vetsinou-nepotrestany,
